session_id,session_type,speaker,input_text,emotion,conflict_type,response_type,privacy_level,ai_response,input_output
BM00115,personal,husband,I've been feeling she seems checked out about us.,sadness,communication gap,empathy,personal,"Try naming the impact: when I'm interrupted, I feel dismissed.","Input: I've been feeling she seems checked out about us. || Output: Try naming the impact: when I'm interrupted, I feel dismissed."
BM00116,personal,husband,I've been feeling she seems checked out when I open up.,sadness,communication gap,empathy,personal,Pick a calm window. Say you'd like five minutes to finish a thought.,Input: I've been feeling she seems checked out when I open up. || Output: Pick a calm window. Say you'd like five minutes to finish a thought.
BM00117,personal,husband,I've been feeling she seems checked out in deeper conversations.,sadness,communication gap,empathy,personal,"Reflect what you want: understanding first, solutions second.","Input: I've been feeling she seems checked out in deeper conversations. || Output: Reflect what you want: understanding first, solutions second."
BM00118,personal,husband,I've been feeling she seems checked out when I need support.,sadness,communication gap,empathy,personal,Keep one topic. Avoid blame labels; describe the pattern you notice.,Input: I've been feeling she seems checked out when I need support. || Output: Keep one topic. Avoid blame labels; describe the pattern you notice.
BM00119,personal,husband,I've been feeling she seems checked out before I finish my thought.,sadness,communication gap,empathy,personal,Ask for a repair: a simple apology for the tone can reopen the talk.,Input: I've been feeling she seems checked out before I finish my thought. || Output: Ask for a repair: a simple apology for the tone can reopen the talk.
BM00120,personal,husband,I've been feeling she seems checked out when I'm vulnerable.,sadness,communication gap,empathy,personal,"If volume rises, suggest a ten-minute break and return with one agenda item.","Input: I've been feeling she seems checked out when I'm vulnerable. || Output: If volume rises, suggest a ten-minute break and return with one agenda item."
BM00121,personal,husband,I've been feeling my words don't seem to land when I try to explain.,sadness,communication gap,empathy,personal,Feeling ignored can hurt. Ask for a calm moment and state one specific need.,Input: I've been feeling my words don't seem to land when I try to explain. || Output: Feeling ignored can hurt. Ask for a calm moment and state one specific need.
BM00122,personal,husband,I've been feeling my words don't seem to land during serious talks.,sadness,communication gap,empathy,personal,It sounds like you feel unheard. Try expressing your needs calmly and clearly.,Input: I've been feeling my words don't seem to land during serious talks. || Output: It sounds like you feel unheard. Try expressing your needs calmly and clearly.
BM00123,personal,husband,I've been feeling my words don't seem to land about how I feel.,sadness,communication gap,empathy,personal,Being overlooked is painful. Request a short pause and share one concrete need.,Input: I've been feeling my words don't seem to land about how I feel. || Output: Being overlooked is painful. Request a short pause and share one concrete need.
BM00124,personal,husband,I've been feeling my words don't seem to land when we disagree.,sadness,communication gap,empathy,personal,Your experience matters. Name one feeling and one request in a gentle tone.,Input: I've been feeling my words don't seem to land when we disagree. || Output: Your experience matters. Name one feeling and one request in a gentle tone.
BM00125,personal,husband,I've been feeling my words don't seem to land about us.,sadness,communication gap,empathy,personal,Hurt here makes sense. Invite her to listen for two minutes without fixing.,Input: I've been feeling my words don't seem to land about us. || Output: Hurt here makes sense. Invite her to listen for two minutes without fixing.
BM00126,personal,husband,I've been feeling my words don't seem to land when I open up.,sadness,communication gap,empathy,personal,"Unheard feelings build resentment. Try a soft start: one feeling, one need.","Input: I've been feeling my words don't seem to land when I open up. || Output: Unheard feelings build resentment. Try a soft start: one feeling, one need."
BM00127,personal,husband,I've been feeling my words don't seem to land in deeper conversations.,sadness,communication gap,empathy,personal,This is valid. Ask when a better time is and keep your message brief.,Input: I've been feeling my words don't seem to land in deeper conversations. || Output: This is valid. Ask when a better time is and keep your message brief.
BM00128,personal,husband,I've been feeling my words don't seem to land when I need support.,sadness,communication gap,empathy,personal,You deserve to be listened to. Use an I-statement and one clear ask.,Input: I've been feeling my words don't seem to land when I need support. || Output: You deserve to be listened to. Use an I-statement and one clear ask.
BM00129,personal,husband,I've been feeling my words don't seem to land before I finish my thought.,sadness,communication gap,empathy,personal,Pause the spiral. Say you want to feel understood before solving.,Input: I've been feeling my words don't seem to land before I finish my thought. || Output: Pause the spiral. Say you want to feel understood before solving.
BM00130,personal,husband,I've been feeling my words don't seem to land when I'm vulnerable.,sadness,communication gap,empathy,personal,"Try naming the impact: when I'm interrupted, I feel dismissed.","Input: I've been feeling my words don't seem to land when I'm vulnerable. || Output: Try naming the impact: when I'm interrupted, I feel dismissed."
BM00131,personal,husband,I've been feeling I don't feel heard when I try to explain.,sadness,communication gap,empathy,personal,Pick a calm window. Say you'd like five minutes to finish a thought.,Input: I've been feeling I don't feel heard when I try to explain. || Output: Pick a calm window. Say you'd like five minutes to finish a thought.
BM00132,personal,husband,I've been feeling I don't feel heard during serious talks.,sadness,communication gap,empathy,personal,"Reflect what you want: understanding first, solutions second.","Input: I've been feeling I don't feel heard during serious talks. || Output: Reflect what you want: understanding first, solutions second."
BM00133,personal,husband,I've been feeling I don't feel heard about how I feel.,sadness,communication gap,empathy,personal,Keep one topic. Avoid blame labels; describe the pattern you notice.,Input: I've been feeling I don't feel heard about how I feel. || Output: Keep one topic. Avoid blame labels; describe the pattern you notice.
